name,headquarters_city,headquarters_state,latitude,longitude
Alaska Air Group,Seattle,WA,47.6038321,-122.330062
Host Hotels & Resorts,Bethesda,MD,38.9846816,-77.0942447
Harman International Industries,Stamford,CT,41.0534302,-73.5387341
Amphenol,Wallingford,CT,51.5982905,-1.1252511
Realogy Holdings,Madison,NJ,43.074761,-89.3837613
Essendant,Deerfield,IL,42.1711365,-87.8445119
Hanesbrands,Winston-Salem,NC,36.0998131,-80.2440518
Kindred Healthcare,Louisville,KY,38.2542376,-85.759407
ARRIS Group,Suwanee,GA,34.0514898,-84.0712997
Insight Enterprises,Tempe,AZ,33.4255117,-111.940016
Alliance Data Systems,Plano,TX,33.0136764,-96.6925096
LifePoint Health,Brentwood,TN,37.9317766,-121.696026
Pioneer Natural Resources,Irving,TX,32.8295183,-96.9442177
Wyndham Worldwide,Parsippany,NJ,40.8578772,-74.4259866
Owens Corning,Toledo,OH,39.8560679,-4.0239568
Alleghany,New York,NY,40.7127281,-74.0060152
McGraw Hill Financial,New York,NY,40.7127281,-74.0060152
Walmart,Bentonville,AR,36.3728538,-94.2088172
Exxon Mobil,Irving,TX,32.8295183,-96.9442177
Apple,Cupertino,CA,37.3228934,-122.0322895
Berkshire Hathaway,Omaha,NE,41.2587459,-95.9383758
McKesson,San Francisco,CA,37.7790262,-122.419906
UnitedHealth Group,Minnetonka,MN,44.9405086,-93.4638936
CVS Health,Woonsocket,RI,42.0028761,-71.5147839
General Motors,Detroit,MI,42.3315509,-83.0466403
Ford Motor,Dearborn,MI,42.3222599,-83.1763145
AT&T,Dallas,TX,32.7762719,-96.7968559
General Electric,Fairfield,CT,39.7886111,-82.6418883
AmerisourceBergen,Chesterbrook,PA,40.0756627,-75.4590816
Verizon,New York,NY,40.7127281,-74.0060152
Chevron,San Ramon,CA,37.7648021,-121.9544387
Costco,Issaquah,WA,47.5348778,-122.0432974
Fannie Mae,Washington,DC,38.8950368,-77.0365427
Kroger,Cincinnati,OH,39.1014537,-84.5124602
Amazon.com,Seattle,WA,47.6038321,-122.330062
Walgreens Boots Alliance,Deerfield,IL,42.1711365,-87.8445119
HP,Palo Alto,CA,37.4443293,-122.1598465
Cardinal Health,Dublin,OH,53.3493795,-6.2605593
Express Scripts Holding,St. Louis,MO,38.6280278,-90.1910154
J.P. Morgan Chase,New York,NY,40.7127281,-74.0060152
Boeing,Chicago,IL,41.8755616,-87.6244212
Microsoft,Redmond,WA,47.6694141,-122.1238767
Bank of America Corp.,Charlotte,NC,35.2272086,-80.8430827
Wells Fargo,San Francisco,CA,37.7790262,-122.419906
Home Depot,Atlanta,GA,33.7489924,-84.3902644
Citigroup,New York,NY,40.7127281,-74.0060152
Phillips 66,Houston,TX,29.7589382,-95.3676974
IBM,Armonk,NY,41.1264847,-73.7139777
Valero Energy,San Antonio,TX,29.4246002,-98.4951405
Anthem,Indianapolis,IN,39.7683331,-86.1583502
Procter & Gamble,Cincinnati,OH,39.1014537,-84.5124602
State Farm Insurance Cos.,Bloomington,IL,39.1670396,-86.5342881
Alphabet,Mountain View,CA,37.3893889,-122.0832101
Comcast,Philadelphia,PA,39.9527237,-75.1635262
Target,Minneapolis,MN,44.9772995,-93.2654692
Johnson & Johnson,New Brunswick,NJ,46.500283,-66.750183
MetLife,New York,NY,40.7127281,-74.0060152
Archer Daniels Midland,Chicago,IL,41.8755616,-87.6244212
Marathon Petroleum,Findlay,OH,41.0413873,-83.6503982
Freddie Mac,McLean,VA,40.4631789,-88.8196613
PepsiCo,Purchase,NY,41.0409305,-73.7145746
United Technologies,Farmington,CT,44.6402434,-93.1435497
Aetna,Hartford,CT,41.764582,-72.6908547
Lowe's,Mooresville,NC,35.5848596,-80.8100724
UPS,Atlanta,GA,33.7489924,-84.3902644
AIG,New York,NY,40.7127281,-74.0060152
Prudential Financial,Newark,NJ,40.735657,-74.1723667
Intel,Santa Clara,CA,37.2333253,-121.6846349
Humana,Louisville,KY,38.2542376,-85.759407
Disney,Burbank,CA,34.1812089,-118.307201
Cisco Systems,San Jose,CA,37.3361663,-121.890591
Pfizer,New York,NY,40.7127281,-74.0060152
Dow Chemical,Midland,MI,31.83688,-102.0103767
Sysco,Houston,TX,29.7589382,-95.3676974
FedEx,Memphis,TN,35.1460249,-90.0517638
Caterpillar,Peoria,IL,40.6938609,-89.5891008
Lockheed Martin,Bethesda,MD,38.9846816,-77.0942447
New York Life Insurance,New York,NY,40.7127281,-74.0060152
Coca-Cola,Atlanta,GA,33.7489924,-84.3902644
HCA Holdings,Nashville,TN,36.1622767,-86.7742984
Ingram Micro,Irvine,CA,33.6856969,-117.8259819
Energy Transfer Equity,Dallas,TX,32.7762719,-96.7968559
Tyson Foods,Springdale,AR,36.1867442,-94.1288142
American Airlines Group,Fort Worth,TX,32.753177,-97.3327459
Delta Air Lines,Atlanta,GA,33.7489924,-84.3902644
Nationwide,Columbus,OH,39.9622601,-83.0007065
Johnson Controls,Milwaukee,WI,43.0349931,-87.922497
Best Buy,Richfield,MN,44.8766431,-93.2877877
Merck,Kenilworth,NJ,42.0894728,-87.7149295
Liberty Mutual Insurance Group,Boston,MA,42.3554334,-71.060511
Goldman Sachs Group,New York,NY,40.7127281,-74.0060152
Honeywell International,Morris Plains,NJ,40.8364845,-74.47818854
Massachusetts Mutual Life Insurance,Springfield,MA,39.7990175,-89.6439575
Oracle,Redwood City,CA,37.4863239,-122.232523
Morgan Stanley,New York,NY,40.7127281,-74.0060152
Cigna,Bloomfield,CT,40.7510398,-92.4143872
United Continental Holdings,Chicago,IL,41.8755616,-87.6244212
Allstate,Northbrook,IL,42.128704,-87.8265089
TIAA,New York,NY,40.7127281,-74.0060152
INTL FCStone,New York,NY,40.7127281,-74.0060152
CHS,Inver Grove Heights,MN,44.8479039,-93.0428119
American Express,New York,NY,40.7127281,-74.0060152
Gilead Sciences,Foster City,CA,37.5600336,-122.2688522
Publix Super Markets,Lakeland,FL,28.0394654,-81.9498042
General Dynamics,Falls Church,VA,38.882334,-77.1710914
TJX,Framingham,MA,42.2773177,-71.4165905
ConocoPhillips,Houston,TX,29.7589382,-95.3676974
Nike,Beaverton,OR,45.4871723,-122.80378
World Fuel Services,Miami,FL,25.7741728,-80.19362
3M,St. Paul,MN,53.9446204,-111.2100163
Mondelez International,Deerfield,IL,42.1711365,-87.8445119
Exelon,Chicago,IL,41.8755616,-87.6244212
Twenty-First Century Fox,New York,NY,40.7127281,-74.0060152
Deere,Moline,IL,41.5058344,-90.5136642
Tesoro,San Antonio,TX,29.4246002,-98.4951405
Time Warner,New York,NY,40.7127281,-74.0060152
Northwestern Mutual,Milwaukee,WI,43.0349931,-87.922497
DuPont,Wilmington,DE,39.7459468,-75.546589
Avnet,Phoenix,AZ,40.3936294,47.7872508
Macy's,Cincinnati,OH,39.1014537,-84.5124602
Enterprise Products Partners,Houston,TX,29.7589382,-95.3676974
Travelers Cos.,New York,NY,40.7127281,-74.0060152
Philip Morris International,New York,NY,40.7127281,-74.0060152
Rite Aid,Camp Hill,PA,40.2398118,-76.9199742
Tech Data,Clearwater,FL,27.9658533,-82.8001026
McDonald's,Oak Brook,IL,41.8328085,-87.9289504
Qualcomm,San Diego,CA,32.7174202,-117.162772
Sears Holdings,Hoffman Estates,IL,42.0427256,-88.0792782
Capital One Financial,McLean,VA,40.4631789,-88.8196613
EMC,Hopkinton,MA,42.344072,-91.2482814
USAA,San Antonio,TX,29.4246002,-98.4951405
Duke Energy,Charlotte,NC,35.2272086,-80.8430827
Time Warner Cable,New York,NY,40.7127281,-74.0060152
Halliburton,Houston,TX,29.7589382,-95.3676974
Northrop Grumman,Falls Church,VA,38.882334,-77.1710914
Arrow Electronics,Centennial,CO,39.579155,-104.8769227
Raytheon,Waltham,MA,42.3756401,-71.2358004
Plains GP Holdings,Houston,TX,29.7589382,-95.3676974
US Foods Holding,Rosemont,IL,41.9941334,-87.8756737
AbbVie,North Chicago,IL,42.327724,-87.8394189
Centene,St. Louis,MO,38.6280278,-90.1910154
Community Health Systems,Franklin,TN,33.2002659,-95.2231752
Arconic,New York,NY,40.7127281,-74.0060152
International Paper,Memphis,TN,35.1460249,-90.0517638
Emerson Electric,St. Louis,MO,38.6280278,-90.1910154
Union Pacific,Omaha,NE,41.2587459,-95.9383758
Amgen,Thousand Oaks,CA,34.1705609,-118.8375937
U.S. Bancorp,Minneapolis,MN,44.9772995,-93.2654692
Staples,Framingham,MA,42.2773177,-71.4165905
Danaher,Washington,DC,38.8950368,-77.0365427
Whirlpool,Benton Harbor,MI,42.1167065,-86.4541894
Aflac,Columbus,GA,39.9622601,-83.0007065
AutoNation,Fort Lauderdale,FL,26.1223084,-80.1433786
Progressive,Mayfield Village,OH,43.759996799999996,-79.78382001
Abbott Laboratories,Abbott Park,IL,38.771264099999996,-75.13876534
Dollar General,Goodlettsville,TN,36.3231067,-86.7133302
Tenet Healthcare,Dallas,TX,32.7762719,-96.7968559
Eli Lilly,Indianapolis,IN,39.7683331,-86.1583502
Southwest Airlines,Dallas,TX,32.7762719,-96.7968559
Penske Automotive Group,Bloomfield Hills,MI,42.583645,-83.2454883
ManpowerGroup,Milwaukee,WI,43.0349931,-87.922497
Kohl's,Menomonee Falls,WI,43.1790768,-88.1170784
Starbucks,Seattle,WA,47.6038321,-122.330062
Paccar,Bellevue,WA,47.6144219,-122.192337
Cummins,Columbus,IN,39.9622601,-83.0007065
Altria Group,Richmond,VA,37.5385087,-77.43428
Xerox,Norwalk,CT,41.1175966,-73.4078968
Kimberly-Clark,Irving,TX,32.8295183,-96.9442177
Hartford Financial Services Group,Hartford,CT,41.764582,-72.6908547
Kraft Heinz,Pittsburgh,PA,40.4416941,-79.9900861
Lear,Southfield,MI,42.4733689,-83.2218731
Fluor,Irving,TX,32.8295183,-96.9442177
AECOM,Los Angeles,CA,34.0536909,-118.242766
Facebook,Menlo Park,CA,37.4519671,-122.177992
Jabil Circuit,St. Petersburg,FL,59.9606739,30.1586551
CenturyLink,Monroe,LA,38.2722313,-90.1792484
Supervalu,Eden Prairie,MN,44.8546856,-93.470786
General Mills,Minneapolis,MN,44.9772995,-93.2654692
Southern,Atlanta,GA,33.7489924,-84.3902644
NextEra Energy,Juno Beach,FL,49.3371174,-0.4407731
Thermo Fisher Scientific,Waltham,MA,42.3756401,-71.2358004
American Electric Power,Columbus,OH,39.9622601,-83.0007065
PG&E Corp.,San Francisco,CA,37.7790262,-122.419906
NGL Energy Partners,Tulsa,OK,36.1563122,-95.9927516
Bristol-Myers Squibb,New York,NY,40.7127281,-74.0060152
Goodyear Tire & Rubber,Akron,OH,41.083064,-81.518485
Nucor,Charlotte,NC,35.2272086,-80.8430827
PNC Financial Services Group,Pittsburgh,PA,40.4416941,-79.9900861
Health Net,Woodland Hills,CA,34.1684364,-118.6058382
Micron Technology,Boise,ID,43.6008183,-116.2421086
Colgate-Palmolive,New York,NY,40.7127281,-74.0060152
Freeport-McMoRan,Phoenix,AZ,40.3936294,47.7872508
ConAgra Foods,Omaha,NE,41.2587459,-95.9383758
Gap,San Francisco,CA,37.7790262,-122.419906
Baker Hughes,Houston,TX,29.7589382,-95.3676974
Bank of New York Mellon Corp.,New York,NY,40.7127281,-74.0060152
Dollar Tree,Chesapeake,VA,36.7183708,-76.2466798
Whole Foods Market,Austin,TX,30.2711286,-97.7436995
PPG Industries,Pittsburgh,PA,40.4416941,-79.9900861
Genuine Parts,Atlanta,GA,33.7489924,-84.3902644
Icahn Enterprises,New York,NY,40.7127281,-74.0060152
Performance Food Group,Richmond,VA,37.5385087,-77.43428
Omnicom Group,New York,NY,40.7127281,-74.0060152
DISH Network,Englewood,CO,39.6482059,-104.9879641
FirstEnergy,Akron,OH,41.083064,-81.518485
Monsanto,St. Louis,MO,38.6280278,-90.1910154
AES,Arlington,VA,32.7355816,-97.1071186
CarMax,Richmond,VA,37.5385087,-77.43428
National Oilwell Varco,Houston,TX,29.7589382,-95.3676974
NRG Energy,Princeton,NJ,40.3496953,-74.6597376
Western Digital,Irvine,CA,33.6856969,-117.8259819
Marriott International,Bethesda,MD,38.9846816,-77.0942447
Office Depot,Boca Raton,FL,26.3586885,-80.0830984
Nordstrom,Seattle,WA,47.6038321,-122.330062
Kinder Morgan,Houston,TX,29.7589382,-95.3676974
Aramark,Philadelphia,PA,39.9527237,-75.1635262
DaVita,Denver,CO,39.7392364,-104.984862
Molina Healthcare,Long Beach,CA,33.7690164,-118.191604
WellCare Health Plans,Tampa,FL,27.9477595,-82.458444
CBS,New York,NY,40.7127281,-74.0060152
Visa,Foster City,CA,37.5600336,-122.2688522
Lincoln National,Radnor,PA,40.0463001,-75.3595487
Ecolab,St. Paul,MN,53.9446204,-111.2100163
Kellogg,Battle Creek,MI,42.3192548,-85.1824269
C.H. Robinson Worldwide,Eden Prairie,MN,44.8546856,-93.470786
Textron,Providence,RI,41.8239891,-71.4128343
Loews,New York,NY,40.7127281,-74.0060152
Illinois Tool Works,Glenview,IL,38.3084193,-85.6505526
Synnex,Fremont,CA,37.5482697,-121.988571
Viacom,New York,NY,40.7127281,-74.0060152
HollyFrontier,Dallas,TX,32.7762719,-96.7968559
Land O'Lakes,Arden Hills,MN,45.0761409,-93.1666945
Devon Energy,Oklahoma City,OK,35.4729886,-97.5170536
PBF Energy,Parsippany,NJ,40.8578772,-74.4259866
Yum Brands,Louisville,KY,38.2542376,-85.759407
Texas Instruments,Dallas,TX,32.7762719,-96.7968559
CDW,Lincolnshire,IL,53.1823034,-0.203120854
Waste Management,Houston,TX,29.7589382,-95.3676974
Marsh & McLennan,New York,NY,40.7127281,-74.0060152
Chesapeake Energy,Oklahoma City,OK,35.4729886,-97.5170536
Parker-Hannifin,Cleveland,OH,41.4996574,-81.6936772
Occidental Petroleum,Houston,TX,29.7589382,-95.3676974
Guardian Life Ins. Co. of America,New York,NY,40.7127281,-74.0060152
Farmers Insurance Exchange,Woodland Hills,CA,34.1684364,-118.6058382
J.C. Penney,Plano,TX,33.0136764,-96.6925096
Consolidated Edison,New York,NY,40.7127281,-74.0060152
Cognizant Technology Solutions,Teaneck,NJ,40.8860164,-74.0072568
VF,Greensboro,NC,36.0726355,-79.7919754
Ameriprise Financial,Minneapolis,MN,44.9772995,-93.2654692
Computer Sciences,Falls Church,VA,38.882334,-77.1710914
L Brands,Columbus,OH,39.9622601,-83.0007065
Jacobs Engineering Group,Pasadena,CA,34.1476507,-118.1441551
Principal Financial Group,Des Moines,IA,41.5910323,-93.6046655
Ross Stores,Dublin,CA,53.3493795,-6.2605593
Bed Bath & Beyond,Union,NJ,37.4616454,-89.2504793
CSX,Jacksonville,FL,30.3321838,-81.655651
"Toys ""R"" Us",Wayne,NJ,38.4251958,-88.4197678
Las Vegas Sands,Las Vegas,NV,36.1672559,-115.148516
Leucadia National,New York,NY,40.7127281,-74.0060152
Dominion Resources,Richmond,VA,37.5385087,-77.43428
United States Steel,Pittsburgh,PA,40.4416941,-79.9900861
L-3 Communications,New York,NY,40.7127281,-74.0060152
Edison International,Rosemead,CA,34.0676169,-118.0879763
Entergy,New Orleans,LA,29.9759983,-90.0782127
ADP,Roseland,NJ,37.278847,-94.84409136
First Data,Atlanta,GA,33.7489924,-84.3902644
BlackRock,New York,NY,40.7127281,-74.0060152
WestRock,Richmond,VA,37.5385087,-77.43428
Voya Financial,New York,NY,40.7127281,-74.0060152
Sherwin-Williams,Cleveland,OH,41.4996574,-81.6936772
Hilton Worldwide Holdings,McLean,VA,40.4631789,-88.8196613
R.R. Donnelley & Sons,Chicago,IL,41.8755616,-87.6244212
Stanley Black & Decker,New Britain,CT,-5.2245897,151.55696765353173
Xcel Energy,Minneapolis,MN,44.9772995,-93.2654692
Murphy USA,El Dorado,AR,33.2115087,-92.6650144
CBRE Group,Los Angeles,CA,34.0536909,-118.242766
D.R. Horton,Fort Worth,TX,32.753177,-97.3327459
Estee Lauder,New York,NY,40.7127281,-74.0060152
Praxair,Danbury,CT,41.394817,-73.4540111
Biogen,Cambridge,MA,52.2055314,0.1186637
State Street Corp.,Boston,MA,42.3554334,-71.060511
Unum Group,Chattanooga,TN,35.0457219,-85.3094883
Reynolds American,Winston-Salem,NC,36.0998131,-80.2440518
Group 1 Automotive,Houston,TX,29.7589382,-95.3676974
Henry Schein,Melville,NY,50.9307241,-102.807296
Hertz Global Holdings,Estero,FL,26.4381474,-81.8067537
Norfolk Southern,Norfolk,VA,52.666667,1
Reinsurance Group of America,Chesterfield,MO,37.3859982,-77.578509
Public Service Enterprise Group,Newark,NJ,40.735657,-74.1723667
BB&T Corp.,Winston-Salem,NC,36.0998131,-80.2440518
DTE Energy,Detroit,MI,42.3315509,-83.0466403
Assurant,New York,NY,40.7127281,-74.0060152
Global Partners,Waltham,MA,42.3756401,-71.2358004
Huntsman,The Woodlands,TX,30.1734194,-95.504686
Becton Dickinson,Franklin Lakes,NJ,41.0167639,-74.2057012
Sempra Energy,San Diego,CA,32.7174202,-117.162772
AutoZone,Memphis,TN,35.1460249,-90.0517638
Navistar International,Lisle,IL,45.2787444,0.5481384
Precision Castparts,Portland,OR,45.5202471,-122.674194
Discover Financial Services,Riverwoods,IL,42.1676068,-87.8970986
Liberty Interactive,Englewood,CO,39.6482059,-104.9879641
W.W. Grainger,Lake Forest,IL,42.2586461,-87.8407055
Baxter International,Deerfield,IL,42.1711365,-87.8445119
Stryker,Kalamazoo,MI,42.291707,-85.5872286
Air Products & Chemicals,Allentown,PA,40.6022059,-75.4712794
Western Refining,El Paso,TX,31.7550511,-106.488234
Universal Health Services,King of Prussia,PA,40.0908111,-75.3832484
Owens & Minor,Mechanicsville,VA,41.9044574,-91.2546067
Charter Communications,Stamford,CT,41.0534302,-73.5387341
Advance Auto Parts,Roanoke,VA,37.270973,-79.9414313
MasterCard,Purchase,NY,41.0409305,-73.7145746
Applied Materials,Santa Clara,CA,37.2333253,-121.6846349
Eastman Chemical,Kingsport,TN,36.550238,-82.5594293
Sonic Automotive,Charlotte,NC,35.2272086,-80.8430827
Ally Financial,Detroit,MI,42.3315509,-83.0466403
CST Brands,San Antonio,TX,29.4246002,-98.4951405
eBay,San Jose,CA,37.3361663,-121.890591
Lennar,Miami,FL,25.7741728,-80.19362
GameStop,Grapevine,TX,32.9337381,-97.0788754
Reliance Steel & Aluminum,Los Angeles,CA,34.0536909,-118.242766
Hormel Foods,Austin,MN,30.2711286,-97.7436995
Celgene,Summit,NJ,41.1457902,-81.5333603
Genworth Financial,Richmond,VA,37.5385087,-77.43428
PayPal Holdings,San Jose,CA,37.3361663,-121.890591
Priceline Group,Norwalk,CT,41.1175966,-73.4078968
MGM Resorts International,Las Vegas,NV,36.1672559,-115.148516
Autoliv,Auburn Hills,MI,42.6875323,-83.2341028
Fidelity National Financial,Jacksonville,FL,30.3321838,-81.655651
Republic Services,Phoenix,AZ,40.3936294,47.7872508
Corning,Corning,NY,42.1435257,-77.0543408
Peter Kiewit Sons',Omaha,NE,41.2587459,-95.9383758
Univar,Downers Grove,IL,41.7936822,-88.0102281
Mosaic,Plymouth,MN,50.3714122,-4.1424451
Core-Mark Holding,South San Francisco,CA,37.6535403,-122.4168664
Thrivent Financial for Lutherans,Minneapolis,MN,44.9772995,-93.2654692
Cameron International,Houston,TX,29.7589382,-95.3676974
HD Supply Holdings,Atlanta,GA,33.7489924,-84.3902644
Crown Holdings,Philadelphia,PA,39.9527237,-75.1635262
EOG Resources,Houston,TX,29.7589382,-95.3676974
Veritiv,Atlanta,GA,33.7489924,-84.3902644
Anadarko Petroleum,The Woodlands,TX,30.1734194,-95.504686
Laboratory Corp. of America,Burlington,NC,44.4761601,-73.212906
Pacific Life,Newport Beach,CA,33.6170092,-117.9294401
News Corp.,New York,NY,40.7127281,-74.0060152
Jarden,Boca Raton,FL,26.3586885,-80.0830984
SunTrust Banks,Atlanta,GA,33.7489924,-84.3902644
Avis Budget Group,Parsippany,NJ,40.8578772,-74.4259866
Broadcom,Irvine,CA,33.6856969,-117.8259819
American Family Insurance Group,Madison,WI,43.074761,-89.3837613
Level 3 Communications,Broomfield,CO,39.9403995,-105.05208
Tenneco,Lake Forest,IL,42.2586461,-87.8407055
United Natural Foods,Providence,RI,41.8239891,-71.4128343
Dean Foods,Dallas,TX,32.7762719,-96.7968559
Campbell Soup,Camden,NJ,39.9448402,-75.1198911
Mohawk Industries,Calhoun,GA,28.5031572,-96.6736551
BorgWarner,Auburn Hills,MI,42.6875323,-83.2341028
PVH,New York,NY,40.7127281,-74.0060152
Ball,Broomfield,CO,39.9403995,-105.05208
O'Reilly Automotive,Springfield,MO,39.7990175,-89.6439575
Eversource Energy,Springfield,MA,39.7990175,-89.6439575
Franklin Resources,San Mateo,CA,37.496904,-122.3330573
Masco,Taylor,MI,32.2793121,-99.8812612
Lithia Motors,Medford,OR,42.4184296,-71.1061639
KKR,New York,NY,40.7127281,-74.0060152
Oneok,Tulsa,OK,36.1563122,-95.9927516
Newmont Mining,Greenwood Village,CO,39.6172101,-104.950814
PPL,Allentown,PA,40.6022059,-75.4712794
SpartanNash,Byron Center,MI,42.81928795,-85.72791602
Quanta Services,Houston,TX,29.7589382,-95.3676974
XPO Logistics,Greenwich,CT,51.46862565,0.048830573
Ralph Lauren,New York,NY,40.7127281,-74.0060152
Interpublic Group,New York,NY,40.7127281,-74.0060152
Steel Dynamics,Fort Wayne,IN,41.0799898,-85.1386015
WESCO International,Pittsburgh,PA,40.4416941,-79.9900861
Quest Diagnostics,Madison,NJ,43.074761,-89.3837613
Boston Scientific,Marlborough,MA,42.3459271,-71.5522874
AGCO,Duluth,GA,46.7729322,-92.1251218
Foot Locker,New York,NY,40.7127281,-74.0060152
Hershey,Hershey,PA,40.2854881,-76.6506001
CenterPoint Energy,Houston,TX,29.7589382,-95.3676974
Williams,Tulsa,OK,36.1563122,-95.9927516
Dick's Sporting Goods,Coraopolis,PA,40.5184013,-80.1667247
Live Nation Entertainment,Beverly Hills,CA,34.0696501,-118.3963062
Mutual of Omaha Insurance,Omaha,NE,41.2587459,-95.9383758
W.R. Berkley,Greenwich,CT,51.46862565,0.048830573
LKQ,Chicago,IL,41.8755616,-87.6244212
Avon Products,New York,NY,40.7127281,-74.0060152
Darden Restaurants,Orlando,FL,28.5421109,-81.3790304
Kindred Healthcare,Louisville,KY,38.2542376,-85.759407
Weyerhaeuser,Federal Way,WA,47.313494,-122.33931
Casey's General Stores,Ankeny,IA,41.7320796,-93.605092
Sealed Air,Charlotte,NC,35.2272086,-80.8430827
Fifth Third Bancorp,Cincinnati,OH,39.1014537,-84.5124602
Dover,Downers Grove,IL,41.7936822,-88.0102281
Huntington Ingalls Industries,Newport News,VA,37.0914429,-76.5213892
Netflix,Los Gatos,CA,37.226611,-121.9746797
Dillard's,Little Rock,AR,34.7465071,-92.2896267
EMCOR Group,Norwalk,CT,41.1175966,-73.4078968
Jones Financial,Des Peres,MO,38.6049811,-90.4426837
AK Steel Holding,West Chester,OH,39.9597213,-75.6059638
UGI,King of Prussia,PA,40.0908111,-75.3832484
Expedia,Bellevue,WA,47.6144219,-122.192337
salesforce.com,San Francisco,CA,37.7790262,-122.419906
Targa Resources,Houston,TX,29.7589382,-95.3676974
Apache,Houston,TX,29.7589382,-95.3676974
Spirit AeroSystems Holdings,Wichita,KS,37.6922361,-97.3375448
Expeditors International of Washington,Seattle,WA,47.6038321,-122.330062
Anixter International,Glenview,IL,38.3084193,-85.6505526
Fidelity National Information Services,Jacksonville,FL,30.3321838,-81.655651
